procedure_code,procedure_name,department,category,standard_cost
CPT10713,Emergency Visit Procedure 713,Emergency Medicine,Emergency Visit,1241.26
CPT10714,Chemotherapy Session Procedure 714,Orthopedics,Chemotherapy Session,2031.66
CPT10715,Chemotherapy Session Procedure 715,Emergency Medicine,Chemotherapy Session,4061.03
CPT10716,Surgery - Minor Procedure 716,General Surgery,Surgery - Minor,1317.37
CPT10717,Physical Therapy Procedure 717,Orthopedics,Physical Therapy,243.98
CPT10718,Emergency Visit Procedure 718,Pediatrics,Emergency Visit,3388.71
CPT10719,Surgery - Minor Procedure 719,Orthopedics,Surgery - Minor,5844.39
CPT10720,Diagnostic Imaging Procedure 720,Neurology,Diagnostic Imaging,2182.92
CPT10721,Consultation Procedure 721,Obstetrics,Consultation,240.22
CPT10722,Emergency Visit Procedure 722,Oncology,Emergency Visit,2512.86
CPT10723,Surgery - Minor Procedure 723,Internal Medicine,Surgery - Minor,2283.07
CPT10724,Diagnostic Imaging Procedure 724,Oncology,Diagnostic Imaging,1632.31
CPT10725,Surgery - Major Procedure 725,Oncology,Surgery - Major,23225.98
CPT10726,Surgery - Minor Procedure 726,General Surgery,Surgery - Minor,3306.49
CPT10727,Physical Therapy Procedure 727,Pediatrics,Physical Therapy,241.87
CPT10728,Physical Therapy Procedure 728,Emergency Medicine,Physical Therapy,127.66
CPT10729,Physical Therapy Procedure 729,Pediatrics,Physical Therapy,136.33
CPT10730,Emergency Visit Procedure 730,Internal Medicine,Emergency Visit,3251.32
CPT10731,Chemotherapy Session Procedure 731,General Surgery,Chemotherapy Session,1638.55
CPT10732,Chemotherapy Session Procedure 732,Obstetrics,Chemotherapy Session,4987.95
CPT10733,Consultation Procedure 733,Oncology,Consultation,326.02
CPT10734,Surgery - Minor Procedure 734,Neurology,Surgery - Minor,3973.89
CPT10735,Surgery - Major Procedure 735,General Surgery,Surgery - Major,26856.28
CPT10736,Surgery - Minor Procedure 736,Radiology,Surgery - Minor,2098.67
CPT10737,Consultation Procedure 737,Orthopedics,Consultation,169.4
CPT10738,Diagnostic Imaging Procedure 738,Pediatrics,Diagnostic Imaging,2152.31
CPT10739,Consultation Procedure 739,General Surgery,Consultation,228.78
CPT10740,Physical Therapy Procedure 740,Radiology,Physical Therapy,183.54
CPT10741,Emergency Visit Procedure 741,Emergency Medicine,Emergency Visit,528.61
CPT10742,Diagnostic Imaging Procedure 742,Internal Medicine,Diagnostic Imaging,187.67
CPT10743,Emergency Visit Procedure 743,Internal Medicine,Emergency Visit,3380.16
CPT10744,Physical Therapy Procedure 744,Oncology,Physical Therapy,150.48
CPT10745,Lab Test Procedure 745,Oncology,Lab Test,249.22
CPT10746,Consultation Procedure 746,General Surgery,Consultation,96.92
CPT10747,Consultation Procedure 747,General Surgery,Consultation,262.86
CPT10748,Surgery - Major Procedure 748,Obstetrics,Surgery - Major,42302.67
CPT10749,Surgery - Minor Procedure 749,Orthopedics,Surgery - Minor,3793.46
CPT10750,Diagnostic Imaging Procedure 750,Cardiology,Diagnostic Imaging,446.37
CPT10751,Chemotherapy Session Procedure 751,Emergency Medicine,Chemotherapy Session,5737.43
CPT10752,Emergency Visit Procedure 752,Oncology,Emergency Visit,2728.95
CPT10753,Diagnostic Imaging Procedure 753,Cardiology,Diagnostic Imaging,1105.08
CPT10754,Surgery - Major Procedure 754,Cardiology,Surgery - Major,40193.51
CPT10755,Surgery - Major Procedure 755,Orthopedics,Surgery - Major,30947.32
CPT10756,Emergency Visit Procedure 756,Neurology,Emergency Visit,3167.52
CPT10757,Chemotherapy Session Procedure 757,Neurology,Chemotherapy Session,6063.34
CPT10758,Surgery - Minor Procedure 758,Oncology,Surgery - Minor,1482.7
CPT10759,Emergency Visit Procedure 759,Radiology,Emergency Visit,1221.98
CPT10760,Emergency Visit Procedure 760,Orthopedics,Emergency Visit,865.92
CPT10761,Physical Therapy Procedure 761,Orthopedics,Physical Therapy,278.12
CPT10762,Chemotherapy Session Procedure 762,Pediatrics,Chemotherapy Session,7131.12
CPT10763,Surgery - Minor Procedure 763,Cardiology,Surgery - Minor,4317.27
CPT10764,Consultation Procedure 764,Pediatrics,Consultation,157.77
CPT10765,Physical Therapy Procedure 765,Cardiology,Physical Therapy,104.17
CPT10766,Lab Test Procedure 766,Neurology,Lab Test,307.45
CPT10767,Chemotherapy Session Procedure 767,Oncology,Chemotherapy Session,4898.43
CPT10768,Surgery - Minor Procedure 768,Emergency Medicine,Surgery - Minor,1974.11
CPT10769,Surgery - Major Procedure 769,Neurology,Surgery - Major,29664.88
CPT10770,Physical Therapy Procedure 770,Orthopedics,Physical Therapy,69.68
CPT10771,Surgery - Minor Procedure 771,Emergency Medicine,Surgery - Minor,2496.09
CPT10772,Diagnostic Imaging Procedure 772,General Surgery,Diagnostic Imaging,1251.11
CPT10773,Emergency Visit Procedure 773,Emergency Medicine,Emergency Visit,688.26
CPT10774,Lab Test Procedure 774,Emergency Medicine,Lab Test,394.17
CPT10775,Consultation Procedure 775,Neurology,Consultation,132.5
CPT10776,Emergency Visit Procedure 776,Orthopedics,Emergency Visit,630.17
CPT10777,Diagnostic Imaging Procedure 777,Emergency Medicine,Diagnostic Imaging,628.31
CPT10778,Diagnostic Imaging Procedure 778,Neurology,Diagnostic Imaging,1957.29
CPT10779,Lab Test Procedure 779,Neurology,Lab Test,181.69
CPT10780,Consultation Procedure 780,Emergency Medicine,Consultation,230.49
CPT10781,Surgery - Major Procedure 781,Cardiology,Surgery - Major,5840.37
CPT10782,Physical Therapy Procedure 782,Orthopedics,Physical Therapy,68.26
CPT10783,Chemotherapy Session Procedure 783,Internal Medicine,Chemotherapy Session,4677.44
CPT10784,Consultation Procedure 784,Emergency Medicine,Consultation,299.58
CPT10785,Chemotherapy Session Procedure 785,Pediatrics,Chemotherapy Session,8104.86
CPT10786,Surgery - Minor Procedure 786,Pediatrics,Surgery - Minor,1250.87
CPT10787,Diagnostic Imaging Procedure 787,General Surgery,Diagnostic Imaging,1415.15
CPT10788,Surgery - Minor Procedure 788,Orthopedics,Surgery - Minor,5548.79
CPT10789,Surgery - Major Procedure 789,Neurology,Surgery - Major,20518.91
CPT10790,Surgery - Minor Procedure 790,Obstetrics,Surgery - Minor,5113.74
CPT10791,Consultation Procedure 791,Oncology,Consultation,111.77
CPT10792,Surgery - Minor Procedure 792,Radiology,Surgery - Minor,5664.05
CPT10793,Surgery - Major Procedure 793,Obstetrics,Surgery - Major,35056.93
CPT10794,Surgery - Major Procedure 794,Orthopedics,Surgery - Major,42653.38
CPT10795,Surgery - Major Procedure 795,Orthopedics,Surgery - Major,32064.69
CPT10796,Consultation Procedure 796,Emergency Medicine,Consultation,174.94
CPT10797,Surgery - Major Procedure 797,Emergency Medicine,Surgery - Major,42527.25
CPT10798,Diagnostic Imaging Procedure 798,Obstetrics,Diagnostic Imaging,797.58
CPT10799,Emergency Visit Procedure 799,Neurology,Emergency Visit,1296.17
CPT10800,Surgery - Major Procedure 800,General Surgery,Surgery - Major,33032.34
CPT10801,Surgery - Minor Procedure 801,Emergency Medicine,Surgery - Minor,4779.64
CPT10802,Physical Therapy Procedure 802,Radiology,Physical Therapy,283.06
CPT10803,Surgery - Minor Procedure 803,Radiology,Surgery - Minor,1864.97
CPT10804,Physical Therapy Procedure 804,General Surgery,Physical Therapy,251.52
CPT10805,Surgery - Minor Procedure 805,Cardiology,Surgery - Minor,4640.44
CPT10806,Consultation Procedure 806,Cardiology,Consultation,92.54
CPT10807,Surgery - Minor Procedure 807,Orthopedics,Surgery - Minor,2813.56
CPT10808,Consultation Procedure 808,Emergency Medicine,Consultation,152.76
CPT10809,Consultation Procedure 809,Pediatrics,Consultation,158.73
CPT10810,Surgery - Major Procedure 810,Obstetrics,Surgery - Major,44317.88
CPT10811,Diagnostic Imaging Procedure 811,Internal Medicine,Diagnostic Imaging,1660.53
CPT10812,Physical Therapy Procedure 812,General Surgery,Physical Therapy,232.24
CPT10813,Surgery - Major Procedure 813,Orthopedics,Surgery - Major,44064.71
CPT10814,Surgery - Major Procedure 814,Pediatrics,Surgery - Major,20088.07
CPT10815,Emergency Visit Procedure 815,Emergency Medicine,Emergency Visit,2846.07
CPT10816,Consultation Procedure 816,Pediatrics,Consultation,194.5
CPT10817,Consultation Procedure 817,Pediatrics,Consultation,314.12
CPT10818,Physical Therapy Procedure 818,General Surgery,Physical Therapy,103.36
CPT10819,Surgery - Minor Procedure 819,Orthopedics,Surgery - Minor,5727.97
CPT10820,Surgery - Minor Procedure 820,Neurology,Surgery - Minor,1937.61
CPT10821,Chemotherapy Session Procedure 821,Radiology,Chemotherapy Session,3744.52
CPT10822,Surgery - Major Procedure 822,Obstetrics,Surgery - Major,35247.69
CPT10823,Chemotherapy Session Procedure 823,Orthopedics,Chemotherapy Session,4271.29
CPT10824,Lab Test Procedure 824,Internal Medicine,Lab Test,251.12
CPT10825,Lab Test Procedure 825,Pediatrics,Lab Test,188.94
CPT10826,Chemotherapy Session Procedure 826,Neurology,Chemotherapy Session,6990.49
CPT10827,Surgery - Minor Procedure 827,General Surgery,Surgery - Minor,1987.32
CPT10828,Lab Test Procedure 828,Oncology,Lab Test,42.21
CPT10829,Emergency Visit Procedure 829,Obstetrics,Emergency Visit,1189.77
CPT10830,Surgery - Minor Procedure 830,Obstetrics,Surgery - Minor,3266.41
CPT10831,Consultation Procedure 831,Radiology,Consultation,121.21
CPT10832,Surgery - Major Procedure 832,Oncology,Surgery - Major,19191.89
CPT10833,Diagnostic Imaging Procedure 833,Emergency Medicine,Diagnostic Imaging,1089.96
CPT10834,Surgery - Major Procedure 834,Oncology,Surgery - Major,7295.67
CPT10835,Chemotherapy Session Procedure 835,Pediatrics,Chemotherapy Session,5749.8
CPT10836,Surgery - Minor Procedure 836,Pediatrics,Surgery - Minor,5398.59
CPT10837,Chemotherapy Session Procedure 837,Pediatrics,Chemotherapy Session,2383.59
CPT10838,Emergency Visit Procedure 838,Pediatrics,Emergency Visit,2172.77
CPT10839,Surgery - Minor Procedure 839,Orthopedics,Surgery - Minor,4256.64
CPT10840,Surgery - Major Procedure 840,Obstetrics,Surgery - Major,21773.39
CPT10841,Emergency Visit Procedure 841,Oncology,Emergency Visit,2513.62
CPT10842,Emergency Visit Procedure 842,Obstetrics,Emergency Visit,1555.41
CPT10843,Emergency Visit Procedure 843,Internal Medicine,Emergency Visit,1865.3
CPT10844,Physical Therapy Procedure 844,Oncology,Physical Therapy,61.76
CPT10845,Surgery - Minor Procedure 845,Orthopedics,Surgery - Minor,4396.94
CPT10846,Lab Test Procedure 846,Internal Medicine,Lab Test,271.31
CPT10847,Lab Test Procedure 847,Obstetrics,Lab Test,34.59
CPT10848,Surgery - Minor Procedure 848,Internal Medicine,Surgery - Minor,2714.9
CPT10849,Surgery - Minor Procedure 849,Radiology,Surgery - Minor,5890.97
CPT10850,Physical Therapy Procedure 850,Internal Medicine,Physical Therapy,160.98
CPT10851,Lab Test Procedure 851,Oncology,Lab Test,210.74
CPT10852,Surgery - Minor Procedure 852,Pediatrics,Surgery - Minor,5531.64
CPT10853,Surgery - Minor Procedure 853,Pediatrics,Surgery - Minor,4529.76
CPT10854,Chemotherapy Session Procedure 854,Emergency Medicine,Chemotherapy Session,5740.15
CPT10855,Physical Therapy Procedure 855,Obstetrics,Physical Therapy,251.47
CPT10856,Physical Therapy Procedure 856,Radiology,Physical Therapy,267.45
CPT10857,Surgery - Major Procedure 857,Oncology,Surgery - Major,23275.52
CPT10858,Physical Therapy Procedure 858,Oncology,Physical Therapy,174.03
CPT10859,Diagnostic Imaging Procedure 859,General Surgery,Diagnostic Imaging,1057.22
CPT10860,Lab Test Procedure 860,Cardiology,Lab Test,387.35
CPT10861,Surgery - Major Procedure 861,Obstetrics,Surgery - Major,32886.65
CPT10862,Diagnostic Imaging Procedure 862,Oncology,Diagnostic Imaging,345.57
CPT10863,Surgery - Minor Procedure 863,Neurology,Surgery - Minor,5287.39
CPT10864,Chemotherapy Session Procedure 864,Oncology,Chemotherapy Session,4948.37
CPT10865,Chemotherapy Session Procedure 865,General Surgery,Chemotherapy Session,1736.28
CPT10866,Surgery - Minor Procedure 866,Internal Medicine,Surgery - Minor,3658.53
CPT10867,Surgery - Major Procedure 867,Orthopedics,Surgery - Major,21686.57
CPT10868,Physical Therapy Procedure 868,Orthopedics,Physical Therapy,270.66
CPT10869,Emergency Visit Procedure 869,Neurology,Emergency Visit,873.18
CPT10870,Chemotherapy Session Procedure 870,Neurology,Chemotherapy Session,7646.42
CPT10871,Emergency Visit Procedure 871,Emergency Medicine,Emergency Visit,2040.37
CPT10872,Surgery - Minor Procedure 872,Orthopedics,Surgery - Minor,1083.97
CPT10873,Emergency Visit Procedure 873,Internal Medicine,Emergency Visit,3407.09
CPT10874,Consultation Procedure 874,Orthopedics,Consultation,215.97
CPT10875,Surgery - Major Procedure 875,Cardiology,Surgery - Major,16635.07
CPT10876,Diagnostic Imaging Procedure 876,Obstetrics,Diagnostic Imaging,1253.11
CPT10877,Surgery - Major Procedure 877,Orthopedics,Surgery - Major,39314.31
CPT10878,Lab Test Procedure 878,Pediatrics,Lab Test,135.86
CPT10879,Physical Therapy Procedure 879,Emergency Medicine,Physical Therapy,106.24
CPT10880,Physical Therapy Procedure 880,General Surgery,Physical Therapy,90.98
CPT10881,Surgery - Major Procedure 881,Neurology,Surgery - Major,16914.38
CPT10882,Surgery - Minor Procedure 882,Cardiology,Surgery - Minor,4856.25
CPT10883,Surgery - Minor Procedure 883,Neurology,Surgery - Minor,3252.46
CPT10884,Consultation Procedure 884,Emergency Medicine,Consultation,137.56
CPT10885,Consultation Procedure 885,Oncology,Consultation,120.7
CPT10886,Physical Therapy Procedure 886,Cardiology,Physical Therapy,139.86
CPT10887,Consultation Procedure 887,Radiology,Consultation,333.48
CPT10888,Chemotherapy Session Procedure 888,Cardiology,Chemotherapy Session,3875.61
CPT10889,Chemotherapy Session Procedure 889,Emergency Medicine,Chemotherapy Session,8907.37
CPT10890,Diagnostic Imaging Procedure 890,General Surgery,Diagnostic Imaging,1290.29
CPT10891,Consultation Procedure 891,Cardiology,Consultation,124.27
CPT10892,Diagnostic Imaging Procedure 892,Emergency Medicine,Diagnostic Imaging,2244.18
CPT10893,Consultation Procedure 893,Internal Medicine,Consultation,201.6
CPT10894,Physical Therapy Procedure 894,Obstetrics,Physical Therapy,230.32
CPT10895,Physical Therapy Procedure 895,Orthopedics,Physical Therapy,296.09
CPT10896,Diagnostic Imaging Procedure 896,Internal Medicine,Diagnostic Imaging,267.91
CPT10897,Surgery - Major Procedure 897,Emergency Medicine,Surgery - Major,8867.78
CPT10898,Physical Therapy Procedure 898,Pediatrics,Physical Therapy,232.91
CPT10899,Surgery - Major Procedure 899,Oncology,Surgery - Major,16273.0
CPT10900,Surgery - Minor Procedure 900,Orthopedics,Surgery - Minor,1758.37
CPT10901,Chemotherapy Session Procedure 901,Pediatrics,Chemotherapy Session,1507.02
CPT10902,Diagnostic Imaging Procedure 902,General Surgery,Diagnostic Imaging,201.34
CPT10903,Emergency Visit Procedure 903,Neurology,Emergency Visit,2755.8
CPT10904,Physical Therapy Procedure 904,Radiology,Physical Therapy,92.26
CPT10905,Lab Test Procedure 905,Orthopedics,Lab Test,197.73
CPT10906,Surgery - Minor Procedure 906,Internal Medicine,Surgery - Minor,3950.66
CPT10907,Surgery - Major Procedure 907,Oncology,Surgery - Major,22134.07
CPT10908,Physical Therapy Procedure 908,Pediatrics,Physical Therapy,66.51
CPT10909,Diagnostic Imaging Procedure 909,Emergency Medicine,Diagnostic Imaging,1991.23
CPT10910,Emergency Visit Procedure 910,Orthopedics,Emergency Visit,234.69
CPT10911,Consultation Procedure 911,Neurology,Consultation,284.52
CPT10912,Emergency Visit Procedure 912,Emergency Medicine,Emergency Visit,3147.9
CPT10913,Lab Test Procedure 913,Pediatrics,Lab Test,184.48
CPT10914,Surgery - Major Procedure 914,Oncology,Surgery - Major,26421.7
CPT10915,Surgery - Minor Procedure 915,Cardiology,Surgery - Minor,3280.31
CPT10916,Emergency Visit Procedure 916,Neurology,Emergency Visit,1484.39
CPT10917,Diagnostic Imaging Procedure 917,Emergency Medicine,Diagnostic Imaging,2235.45
CPT10918,Lab Test Procedure 918,Neurology,Lab Test,359.69
CPT10919,Diagnostic Imaging Procedure 919,General Surgery,Diagnostic Imaging,939.17
CPT10920,Physical Therapy Procedure 920,Emergency Medicine,Physical Therapy,207.62
CPT10921,Consultation Procedure 921,Orthopedics,Consultation,329.9
CPT10922,Surgery - Minor Procedure 922,Cardiology,Surgery - Minor,5802.7
CPT10923,Diagnostic Imaging Procedure 923,Cardiology,Diagnostic Imaging,1346.05
CPT10924,Surgery - Major Procedure 924,Radiology,Surgery - Major,23112.99
CPT10925,Physical Therapy Procedure 925,Neurology,Physical Therapy,126.89
CPT10926,Physical Therapy Procedure 926,Internal Medicine,Physical Therapy,290.13
CPT10927,Surgery - Minor Procedure 927,Cardiology,Surgery - Minor,1542.63
CPT10928,Physical Therapy Procedure 928,Cardiology,Physical Therapy,199.16
CPT10929,Surgery - Major Procedure 929,General Surgery,Surgery - Major,16302.01
CPT10930,Diagnostic Imaging Procedure 930,Obstetrics,Diagnostic Imaging,805.67
CPT10931,Surgery - Minor Procedure 931,General Surgery,Surgery - Minor,2905.84
CPT10932,Chemotherapy Session Procedure 932,General Surgery,Chemotherapy Session,8990.58
CPT10933,Physical Therapy Procedure 933,Obstetrics,Physical Therapy,73.19
CPT10934,Physical Therapy Procedure 934,Neurology,Physical Therapy,198.85
CPT10935,Surgery - Major Procedure 935,Emergency Medicine,Surgery - Major,8302.89
CPT10936,Consultation Procedure 936,Oncology,Consultation,117.49
CPT10937,Consultation Procedure 937,Internal Medicine,Consultation,195.88
CPT10938,Emergency Visit Procedure 938,Cardiology,Emergency Visit,1884.52
CPT10939,Physical Therapy Procedure 939,Radiology,Physical Therapy,122.11
CPT10940,Chemotherapy Session Procedure 940,Internal Medicine,Chemotherapy Session,3668.37
CPT10941,Diagnostic Imaging Procedure 941,Emergency Medicine,Diagnostic Imaging,354.37
CPT10942,Surgery - Minor Procedure 942,Obstetrics,Surgery - Minor,2376.74
CPT10943,Physical Therapy Procedure 943,Internal Medicine,Physical Therapy,291.97
CPT10944,Lab Test Procedure 944,Cardiology,Lab Test,378.99
CPT10945,Surgery - Minor Procedure 945,Internal Medicine,Surgery - Minor,2541.37
CPT10946,Emergency Visit Procedure 946,Oncology,Emergency Visit,2083.82
CPT10947,Consultation Procedure 947,Obstetrics,Consultation,325.14
CPT10948,Chemotherapy Session Procedure 948,Internal Medicine,Chemotherapy Session,1248.23
CPT10949,Physical Therapy Procedure 949,Cardiology,Physical Therapy,254.56
CPT10950,Surgery - Major Procedure 950,Cardiology,Surgery - Major,42934.78
CPT10951,Lab Test Procedure 951,Internal Medicine,Lab Test,54.7
CPT10952,Physical Therapy Procedure 952,Neurology,Physical Therapy,98.75
CPT10953,Chemotherapy Session Procedure 953,Radiology,Chemotherapy Session,8693.82
CPT10954,Emergency Visit Procedure 954,Pediatrics,Emergency Visit,1973.88
CPT10955,Diagnostic Imaging Procedure 955,General Surgery,Diagnostic Imaging,183.36
CPT10956,Lab Test Procedure 956,Obstetrics,Lab Test,117.9
CPT10957,Emergency Visit Procedure 957,Pediatrics,Emergency Visit,1684.81
CPT10958,Physical Therapy Procedure 958,Emergency Medicine,Physical Therapy,226.3
CPT10959,Diagnostic Imaging Procedure 959,Emergency Medicine,Diagnostic Imaging,1872.93
CPT10960,Lab Test Procedure 960,Cardiology,Lab Test,398.26
CPT10961,Diagnostic Imaging Procedure 961,Emergency Medicine,Diagnostic Imaging,825.65
CPT10962,Diagnostic Imaging Procedure 962,Neurology,Diagnostic Imaging,1414.82
CPT10963,Lab Test Procedure 963,Radiology,Lab Test,222.66
CPT10964,Lab Test Procedure 964,Emergency Medicine,Lab Test,174.15
CPT10965,Diagnostic Imaging Procedure 965,Oncology,Diagnostic Imaging,547.53
CPT10966,Emergency Visit Procedure 966,Radiology,Emergency Visit,3425.61
CPT10967,Chemotherapy Session Procedure 967,Neurology,Chemotherapy Session,7855.87
CPT10968,Consultation Procedure 968,Pediatrics,Consultation,212.04
CPT10969,Lab Test Procedure 969,Radiology,Lab Test,249.23
CPT10970,Physical Therapy Procedure 970,Radiology,Physical Therapy,114.54
CPT10971,Surgery - Minor Procedure 971,Pediatrics,Surgery - Minor,3627.69
CPT10972,Surgery - Major Procedure 972,Neurology,Surgery - Major,32798.81
CPT10973,Diagnostic Imaging Procedure 973,Emergency Medicine,Diagnostic Imaging,1360.64
CPT10974,Diagnostic Imaging Procedure 974,Cardiology,Diagnostic Imaging,2477.17
CPT10975,Surgery - Major Procedure 975,Obstetrics,Surgery - Major,29453.67
CPT10976,Consultation Procedure 976,Pediatrics,Consultation,177.02
CPT10977,Surgery - Major Procedure 977,Pediatrics,Surgery - Major,35886.08
CPT10978,Lab Test Procedure 978,Pediatrics,Lab Test,84.78
CPT10979,Surgery - Major Procedure 979,Pediatrics,Surgery - Major,20380.63
CPT10980,Diagnostic Imaging Procedure 980,Obstetrics,Diagnostic Imaging,965.35
CPT10981,Surgery - Major Procedure 981,Obstetrics,Surgery - Major,22272.28
CPT10982,Surgery - Minor Procedure 982,Emergency Medicine,Surgery - Minor,4865.26
CPT10983,Physical Therapy Procedure 983,Internal Medicine,Physical Therapy,176.2
CPT10984,Lab Test Procedure 984,Internal Medicine,Lab Test,321.73
CPT10985,Surgery - Major Procedure 985,Orthopedics,Surgery - Major,28059.56
CPT10986,Diagnostic Imaging Procedure 986,Pediatrics,Diagnostic Imaging,953.86
CPT10987,Emergency Visit Procedure 987,Pediatrics,Emergency Visit,2872.93
CPT10988,Physical Therapy Procedure 988,Radiology,Physical Therapy,117.19
CPT10989,Lab Test Procedure 989,Internal Medicine,Lab Test,105.27
CPT10990,Diagnostic Imaging Procedure 990,Emergency Medicine,Diagnostic Imaging,1335.58
CPT10991,Consultation Procedure 991,Cardiology,Consultation,146.73
CPT10992,Surgery - Minor Procedure 992,Orthopedics,Surgery - Minor,847.25
CPT10993,Chemotherapy Session Procedure 993,Orthopedics,Chemotherapy Session,6256.72
CPT10994,Consultation Procedure 994,Emergency Medicine,Consultation,215.55
CPT10995,Chemotherapy Session Procedure 995,Cardiology,Chemotherapy Session,4675.04
CPT10996,Surgery - Minor Procedure 996,Radiology,Surgery - Minor,5828.24
CPT10997,Surgery - Major Procedure 997,Obstetrics,Surgery - Major,27847.97
CPT10998,Lab Test Procedure 998,General Surgery,Lab Test,348.1
CPT10999,Surgery - Major Procedure 999,Internal Medicine,Surgery - Major,10578.01
CPT11000,Surgery - Minor Procedure 1000,Pediatrics,Surgery - Minor,3759.87
CPT11001,Surgery - Minor Procedure 1001,Emergency Medicine,Surgery - Minor,5313.49
CPT11002,Surgery - Minor Procedure 1002,Internal Medicine,Surgery - Minor,3832.15
CPT11003,Chemotherapy Session Procedure 1003,Pediatrics,Chemotherapy Session,6800.51
CPT11004,Physical Therapy Procedure 1004,General Surgery,Physical Therapy,149.29
CPT11005,Diagnostic Imaging Procedure 1005,General Surgery,Diagnostic Imaging,367.26
CPT11006,Lab Test Procedure 1006,Obstetrics,Lab Test,194.0
CPT11007,Surgery - Major Procedure 1007,Neurology,Surgery - Major,20779.18
CPT11008,Surgery - Major Procedure 1008,General Surgery,Surgery - Major,39682.41
CPT11009,Consultation Procedure 1009,Internal Medicine,Consultation,142.1
CPT11010,Chemotherapy Session Procedure 1010,Oncology,Chemotherapy Session,8740.53
CPT11011,Surgery - Minor Procedure 1011,Oncology,Surgery - Minor,5782.32
CPT11012,Emergency Visit Procedure 1012,Pediatrics,Emergency Visit,1017.18
CPT11013,Surgery - Minor Procedure 1013,Pediatrics,Surgery - Minor,2609.87
CPT11014,Surgery - Minor Procedure 1014,Neurology,Surgery - Minor,5456.89
CPT11015,Emergency Visit Procedure 1015,Oncology,Emergency Visit,3389.85
CPT11016,Surgery - Major Procedure 1016,Pediatrics,Surgery - Major,22737.56
CPT11017,Consultation Procedure 1017,General Surgery,Consultation,163.27
CPT11018,Diagnostic Imaging Procedure 1018,Pediatrics,Diagnostic Imaging,1386.32
CPT11019,Emergency Visit Procedure 1019,Orthopedics,Emergency Visit,2469.64
CPT11020,Chemotherapy Session Procedure 1020,Neurology,Chemotherapy Session,3333.1
CPT11021,Physical Therapy Procedure 1021,Emergency Medicine,Physical Therapy,236.75
CPT11022,Lab Test Procedure 1022,Cardiology,Lab Test,39.63
CPT11023,Chemotherapy Session Procedure 1023,Radiology,Chemotherapy Session,1584.5
CPT11024,Emergency Visit Procedure 1024,Cardiology,Emergency Visit,1474.75
CPT11025,Diagnostic Imaging Procedure 1025,Cardiology,Diagnostic Imaging,980.66
CPT11026,Surgery - Major Procedure 1026,Obstetrics,Surgery - Major,17625.33
CPT11027,Physical Therapy Procedure 1027,Emergency Medicine,Physical Therapy,177.84
CPT11028,Physical Therapy Procedure 1028,Pediatrics,Physical Therapy,136.98
CPT11029,Physical Therapy Procedure 1029,Obstetrics,Physical Therapy,106.14
CPT11030,Surgery - Minor Procedure 1030,Cardiology,Surgery - Minor,2409.24
CPT11031,Lab Test Procedure 1031,Orthopedics,Lab Test,390.46
CPT11032,Surgery - Major Procedure 1032,Radiology,Surgery - Major,21444.54
CPT11033,Surgery - Major Procedure 1033,Cardiology,Surgery - Major,22788.51
CPT11034,Physical Therapy Procedure 1034,Oncology,Physical Therapy,198.37
CPT11035,Surgery - Major Procedure 1035,Emergency Medicine,Surgery - Major,44333.63
CPT11036,Lab Test Procedure 1036,Emergency Medicine,Lab Test,111.81
CPT11037,Lab Test Procedure 1037,Emergency Medicine,Lab Test,278.89
CPT11038,Consultation Procedure 1038,Neurology,Consultation,271.9
CPT11039,Emergency Visit Procedure 1039,Neurology,Emergency Visit,2204.17
CPT11040,Emergency Visit Procedure 1040,General Surgery,Emergency Visit,492.31
CPT11041,Consultation Procedure 1041,Internal Medicine,Consultation,261.14
CPT11042,Diagnostic Imaging Procedure 1042,Radiology,Diagnostic Imaging,300.62
CPT11043,Emergency Visit Procedure 1043,Obstetrics,Emergency Visit,2167.27
CPT11044,Lab Test Procedure 1044,Pediatrics,Lab Test,301.04
CPT11045,Lab Test Procedure 1045,Cardiology,Lab Test,100.17
CPT11046,Emergency Visit Procedure 1046,Internal Medicine,Emergency Visit,2977.35
CPT11047,Lab Test Procedure 1047,Pediatrics,Lab Test,31.53
CPT11048,Consultation Procedure 1048,Obstetrics,Consultation,307.05
CPT11049,Physical Therapy Procedure 1049,Internal Medicine,Physical Therapy,170.48
CPT11050,Physical Therapy Procedure 1050,Pediatrics,Physical Therapy,112.22
CPT11051,Surgery - Major Procedure 1051,Orthopedics,Surgery - Major,10351.13
CPT11052,Chemotherapy Session Procedure 1052,Neurology,Chemotherapy Session,8635.8
CPT11053,Chemotherapy Session Procedure 1053,Obstetrics,Chemotherapy Session,1766.79
CPT11054,Physical Therapy Procedure 1054,Radiology,Physical Therapy,107.78
CPT11055,Surgery - Minor Procedure 1055,Oncology,Surgery - Minor,2608.68
CPT11056,Consultation Procedure 1056,Orthopedics,Consultation,245.56
CPT11057,Lab Test Procedure 1057,Neurology,Lab Test,227.02
CPT11058,Emergency Visit Procedure 1058,Emergency Medicine,Emergency Visit,614.62
CPT11059,Physical Therapy Procedure 1059,Neurology,Physical Therapy,129.53
CPT11060,Consultation Procedure 1060,Internal Medicine,Consultation,140.66
CPT11061,Physical Therapy Procedure 1061,General Surgery,Physical Therapy,111.25
CPT11062,Diagnostic Imaging Procedure 1062,Orthopedics,Diagnostic Imaging,1116.19
CPT11063,Lab Test Procedure 1063,Emergency Medicine,Lab Test,287.53
