provider_id,denial_rate,avg_claim_amount,claim_volume,years_experience,department,cluster,risk_label
735,0.14473684210526316,9714.541825657896,608,9,General Surgery,0,High Risk
736,0.11657559198542805,6242.711530054645,549,16,Internal Medicine,1,Moderate Risk
737,0.12089810017271158,5927.491208981002,579,12,Cardiology,3,Very High Risk
738,0.1064891846921797,11668.386888519133,601,31,Orthopedics,2,Low Risk
739,0.11217948717948718,5605.716137820513,624,24,Neurology,2,Low Risk
740,0.11208406304728546,6422.678756567425,571,14,General Surgery,1,Moderate Risk
741,0.13134851138353765,5794.212732049037,571,25,Pediatrics,1,Moderate Risk
742,0.11733800350262696,5170.278318739054,571,34,Oncology,1,Moderate Risk
743,0.1423487544483986,5006.782295373665,562,3,Oncology,3,Very High Risk
744,0.09666080843585237,5679.871915641476,569,24,Obstetrics,1,Moderate Risk
745,0.10677966101694915,6054.407694915254,590,9,Orthopedics,0,High Risk
746,0.12365591397849462,5431.738960573476,558,26,Oncology,1,Moderate Risk
747,0.13204225352112675,6451.189137323944,568,20,Obstetrics,3,Very High Risk
748,0.12389380530973451,15936.186495575219,565,10,Cardiology,3,Very High Risk
749,0.1368421052631579,5457.529789473684,570,19,General Surgery,3,Very High Risk
750,0.14992025518341306,4145.036698564593,627,3,General Surgery,0,High Risk
751,0.10950080515297907,8575.785281803543,621,24,Pediatrics,2,Low Risk
752,0.13298791018998274,5790.139274611399,579,5,Radiology,3,Very High Risk
753,0.12920353982300886,5054.16003539823,565,3,Oncology,3,Very High Risk
754,0.11013986013986014,6595.9769230769225,572,27,Cardiology,1,Moderate Risk
755,0.11390284757118928,5394.748961474037,597,16,Emergency Medicine,2,Low Risk
756,0.1261101243339254,6283.860728241562,563,15,Oncology,3,Very High Risk
757,0.10420475319926874,6867.027129798903,547,12,Orthopedics,1,Moderate Risk
758,0.10720562390158173,6009.05467486819,569,26,Radiology,1,Moderate Risk
759,0.0843585237258348,4865.557750439367,569,34,Oncology,1,Moderate Risk
760,0.11884550084889643,6197.862835314091,589,23,Cardiology,2,Low Risk
761,0.08744038155802862,6219.764864864865,629,31,Oncology,2,Low Risk
762,0.11544715447154472,7837.454552845528,615,20,Orthopedics,2,Low Risk
763,0.16040955631399317,7149.164778156996,586,12,Emergency Medicine,3,Very High Risk
764,0.12141652613827993,5221.056492411467,593,23,Neurology,2,Low Risk
765,0.1344,8778.668176000001,625,4,Internal Medicine,0,High Risk
766,0.09012131715771231,7511.878821490468,577,23,Emergency Medicine,1,Moderate Risk
767,0.14480408858603067,5452.848057921636,587,1,Obstetrics,0,High Risk
768,0.09747292418772563,10963.193104693142,554,25,Oncology,1,Moderate Risk
769,0.13186813186813187,4698.8302197802195,546,2,General Surgery,3,Very High Risk
770,0.08823529411764706,5378.435643382352,544,30,Pediatrics,1,Moderate Risk
771,0.14583333333333334,6992.349826388889,576,3,General Surgery,3,Very High Risk
772,0.10357142857142858,5956.396982142857,560,21,Emergency Medicine,1,Moderate Risk
773,0.10596026490066225,5658.992036423841,604,25,General Surgery,2,Low Risk
774,0.12095400340715502,6799.3832879045995,587,20,Cardiology,2,Low Risk
775,0.10782608695652174,6371.939791304348,575,22,General Surgery,1,Moderate Risk
776,0.11870503597122302,4971.392392086331,556,21,Radiology,1,Moderate Risk
777,0.08566433566433566,6271.147482517482,572,33,Neurology,1,Moderate Risk
778,0.16366906474820145,5455.853435251798,556,15,Oncology,3,Very High Risk
779,0.11363636363636363,5219.756066433567,572,15,General Surgery,1,Moderate Risk
780,0.11705685618729098,9242.93112040134,598,25,Orthopedics,2,Low Risk
781,0.14855072463768115,7001.528641304348,552,21,Neurology,3,Very High Risk
782,0.1391304347826087,6539.149669565218,575,24,Neurology,3,Very High Risk
783,0.15846994535519127,6096.634535519125,549,5,General Surgery,3,Very High Risk
784,0.13184931506849315,5825.146746575343,584,6,Neurology,0,High Risk
785,0.12033898305084746,5776.256033898305,590,23,Pediatrics,2,Low Risk
786,0.12218649517684887,5236.303086816721,622,4,General Surgery,0,High Risk
787,0.12797074954296161,6244.649012797075,547,27,Cardiology,1,Moderate Risk
788,0.1373534338358459,4355.511323283083,597,18,Emergency Medicine,0,High Risk
789,0.13644214162348878,5502.546493955095,579,21,Radiology,3,Very High Risk
790,0.1190893169877408,4649.7907705779335,571,28,Internal Medicine,1,Moderate Risk
791,0.10256410256410256,6424.820689102564,624,22,Obstetrics,2,Low Risk
792,0.11359404096834265,5190.474990689013,537,23,Neurology,1,Moderate Risk
793,0.16549295774647887,5258.707095070422,568,3,Cardiology,3,Very High Risk
794,0.11733800350262696,6870.599527145359,571,10,Oncology,3,Very High Risk
795,0.11884550084889643,5429.904753820034,589,25,Oncology,2,Low Risk
796,0.15217391304347827,4861.538695652173,552,8,Obstetrics,3,Very High Risk
797,0.13176895306859207,5153.56225631769,554,11,Radiology,3,Very High Risk
798,0.13859649122807016,8595.373157894737,570,5,Neurology,3,Very High Risk
799,0.10641891891891891,5272.2713344594595,592,29,Pediatrics,2,Low Risk
800,0.13983739837398373,4740.749951219513,615,5,Obstetrics,0,High Risk
